"brand_name","product_id","image_url","in_stock","mrp","price","product_title","rating","rating_count","tags","product_url","listing_page_name","listing_url","listing_page_no"
"Herbal Essences","456560","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/a/4/a4512e3NYKHES0000002-new1.jpg","True","1250","875","Herbal Essences Coconut Milk Shampoo & Conditioner For Hydration & Softness - No Parabens, No Colourants","4.3","3665","","https://www.nykaa.com/herbal-essences-bio-renew-hydrate-coconut-milk-shampoo-conditioner-combo/p/456560","Herbal Essences","https://www.nykaa.com/brands/herbal-essences/c/594?ptype=lst&id=594","1"
"Herbal Essences","452448","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/8/5/8517e538001090222459(1).jpg","True","650","423","Herbal Essences Bio:Renew Hydrate Coconut Milk Conditioner","4.4","1117","","https://www.nykaa.com/herbal-essences-bio-renew-hydrate-coconut-milk-conditioner-400ml/p/452448","Herbal Essences","https://www.nykaa.com/brands/herbal-essences/c/594?ptype=lst&id=594","1"
"Herbal Essences","1044491","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/e/4/e4f7e534902430930765(1).jpg","True","825","578","Herbal Essences Aloe & Bamboo Conditioner Soft Smooth Hair- No- Sulphates and Paraben(400gm)","4.4","467","","https://www.nykaa.com/herbal-essences-potent-aloe-bamboo-conditioner-sulphates-and-paraben-free-400ml/p/1044491","Herbal Essences","https://www.nykaa.com/brands/herbal-essences/c/594?ptype=lst&id=594","1"
"Herbal Essences","452449","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/5/4/54bae538001090222992(1).jpg","True","650","423","Herbal Essences Bio:Renew Strength Whipped Cocoa Butter Conditioner","4.4","711","","https://www.nykaa.com/herbal-essences-bio-renew-strength-whipped-cocoa-butter-conditioner-400ml/p/452449","Herbal Essences","https://www.nykaa.com/brands/herbal-essences/c/594?ptype=lst&id=594","1"
"Herbal Essences","456562","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/3/2/32982e3NYKHES0000005-new1.jpg","True","1250","875","Herbal Essences Cocoa Butter Shampoo & Conditioner For Hair Strengthening - No Parabens, No Colourants","4.3","2165","","https://www.nykaa.com/herbal-essences-bio-renew-strength-whipped-cocoa-butter-shampoo-conditioner-combo/p/456562","Herbal Essences","https://www.nykaa.com/brands/herbal-essences/c/594?ptype=lst&id=594","1"
"Herbal Essences","1290147","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/c/7/c7022e3NYKHES0000018-new1.jpg","True","1575","1103","Herbal Essences Aloe & Eucalyptus Shampoo + Aloe & Bamboo Conditioner, No- Sulphates & Paraben","4.4","1036","","https://www.nykaa.com/herbal-essences-potent-aloe-eucalyptus-shampoo-and-bamboo-conditioner-sulphate-and-paraben-free/p/1290147","Herbal Essences","https://www.nykaa.com/brands/herbal-essences/c/594?ptype=lst&id=594","1"
"Herbal Essences","6604347","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/7/f/7ff32e3HERAB00000031-new1.jpg","True","980","667","Herbal Essences Strawberry Shampoo + Strawberry Conditioner","4.1","1985","","https://www.nykaa.com/herbal-essences-strawberry-shampoo-strawberry-conditioner/p/6604347","Herbal Essences","https://www.nykaa.com/brands/herbal-essences/c/594?ptype=lst&id=594","2"
"Herbal Essences","1135934","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/7/0/7033cb2nykhes0000013.jpg","True","1850","1295","Herbal Essences Argan 2 Shampoo + Conditioner","4.3","9506","","https://www.nykaa.com/herbal-essences-argan-2-shampoo-conditioner/p/1135934","Herbal Essences","https://www.nykaa.com/brands/herbal-essences/c/594?ptype=lst&id=594","2"
"Herbal Essences","6604346","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/9/9/99be2e3HERAB00000030-new1.jpg","True","980","667","Herbal Essences Argan Shampoo + Argan Conditioner","4.2","6170","","https://www.nykaa.com/herbal-essences-argan-shampoo-argan-conditioner/p/6604346","Herbal Essences","https://www.nykaa.com/brands/herbal-essences/c/594?ptype=lst&id=594","2"
"Herbal Essences","1135937","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/b/5/b553cb2nykhes0000016.jpg","True","1850","1295","Herbal Essences Cocoa Butter 2 Shampoo + Conditioner","4.4","1933","","https://www.nykaa.com/herbal-essences-argan-2-shampoo-conditioner/p/1135937","Herbal Essences","https://www.nykaa.com/brands/herbal-essences/c/594?ptype=lst&id=594","2"
"Herbal Essences","1135936","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/f/8/f89acb2nykhes0000015.jpg","True","1850","1295","Herbal Essences Coconut 2 Shampoo + Conditioner","4.3","3213","","https://www.nykaa.com/herbal-essences-argan-2-shampoo-conditioner/p/1135936","Herbal Essences","https://www.nykaa.com/brands/herbal-essences/c/594?ptype=lst&id=594","2"
"Herbal Essences","456563","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/3/a/3ae72e3NYKHES0000006-new1.jpg","","1250","875","Herbal Essences Strawberry Shampoo & Conditioner For Volume - No Parabens, No Colourants","4.1","3009","","https://www.nykaa.com/herbal-essences-bio-renew-clean-white-strawberry-sweet-mint-shampoo-conditioner-combo/p/456563","Herbal Essences","https://www.nykaa.com/brands/herbal-essences/c/594?ptype=lst&id=594","2"
"Herbal Essences","1135935","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/9/f/9fb2cb2nykhes0000014.jpg","","1850","1295","Herbal Essences Strawberry 2 Shampoo + Conditioner","4.1","2669","","https://www.nykaa.com/herbal-essences-argan-2-shampoo-conditioner/p/1135935","Herbal Essences","https://www.nykaa.com/brands/herbal-essences/c/594?ptype=lst&id=594","2"
"Herbal Essences","594425","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/5/e/5eda21982309536_1.jpg","","1250","750","Herbal Essences Argan Oil Of Moroccan Shampoo & Conditioner With Free Neem Comb","4.3","11761","","https://www.nykaa.com/slash-save-herbal-essences-argan-shampoo-and-conditioner-kit/p/594425","Herbal Essences","https://www.nykaa.com/brands/herbal-essences/c/594?ptype=lst&id=594","2"
"Kay Beauty","1229442","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/6/6/666b1cf8904330902657_1.jpg","True","1200","900","Kay Beauty Hydrating Foundation","4.4","4577","FEATURED, BESTSELLER","https://www.nykaa.com/kay-beauty-hydrating-foundation/p/1229442","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","1"
"Kay Beauty","4518371","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/2/8/28e5863KAYBE00000015_1.jpg","True","799","679","Kay Beauty Hd Liquid Concealer","4.4","1237","FEATURED, BESTSELLER","https://www.nykaa.com/kay-beauty-hd-liquid-concealer/p/4518371","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","1"
"Kay Beauty","1129386","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/4/8/48ea3ed8904330900660_1.jpg","True","799","639","Kay Beauty Matte Compact","4.4","2857","FEATURED, BESTSELLER","https://www.nykaa.com/kay-beauty-matte-compact/p/1129386","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","1"
"Kay Beauty","5093150","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/f/2/f2ad189KAYBE00000053_2.jpg","True","799","799","Kay Beauty Creme Blush","4.5","2010","FEATURED, BESTSELLER","https://www.nykaa.com/kay-beauty-creme-blush-sweetheart-pink/p/5093150","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","1"
"Kay Beauty","1010793","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/8/9/8904330901544_1.jpg","True","999","749","Kay Beauty Matte Drama Long Stay Lipstick","4.4","3696","FEATURED, BESTSELLER","https://www.nykaa.com/kay-beauty-matte-lipstick/p/1010793","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","1"
"Kay Beauty","1324436","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/8/9/8904330901650_1.jpg","True","1199","959","Kay Beauty Eyeshadow Palette","4.6","2181","FEATURED","https://www.nykaa.com/kay-beauty-eyekanvas-eyeshadow-palette/p/1324436","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","1"
"Kay Beauty","2662674","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/5/0/50223378904330900592_01.jpg","True","799","599","Kay Beauty Colour Correcting Primer","4.0","952","FEATURED","https://www.nykaa.com/kay-beauty-colour-correcting-primer/p/2662674","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","1"
"Kay Beauty","573594","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/d/b/dbebec98904330900424_1.jpg","True","249","249","Kay Beauty Waterproof 24 Hour Kajal - Spade - Black","4.5","14815","BESTSELLER","https://www.nykaa.com/kay-kohlstar-kajal-spade/p/573594","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","1"
"Kay Beauty","573181","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/b/b/bbe12608904330900035_2.jpg","True","799","639","Kay Beauty Matteinee Matte Lip Crayon Lipstick","4.3","15040","BESTSELLER","https://www.nykaa.com/kay-matteinee-lip-crayon/p/573181","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","1"
"Kay Beauty","1080669","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/8/9/8904330900714_1.jpg","True","799","639","Kay Beauty Matte Blush","4.5","4619","","https://www.nykaa.com/kay-beauty-matte-blush/p/1080669","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","1"
"Kay Beauty","692818","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/8/b/8b9e0208904330902039_1.jpg","True","799","679","Kay Beauty Ultra Black Volume & Length Mascara - Midnight","4.5","1760","","https://www.nykaa.com/kay-beauty-volume-length-mascara-midnight/p/692818","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","1"
"Kay Beauty","4970783","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/6/a/6a682f1KAYBE00000314_1.jpg","True","1598","1358","Kay Beauty Lip & Cheek Combo","4.8","6","","https://www.nykaa.com/kay-beauty-kay-beauty-lip-cheek-combo/p/4970783","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","1"
"Kay Beauty","626907","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/b/5/b57e56c8904330901131_1.jpg","True","225","169","Kay Beauty Nail Nourish Nail Enamel Polish","4.3","22495","BESTSELLER","https://www.nykaa.com/kay-beauty-nail-nourish-nail-enamel-polish/p/626907","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","1"
"Kay Beauty","692836","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/b/e/bespoke-blue_1.jpg","True","499","399","Kay Beauty Quick Dry Liquid Eyeliner","4.4","9552","","https://www.nykaa.com/kay-beauty-eye-stylist-liquid-eyeliner/p/692836","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","1"
"Kay Beauty","4970778","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/3/5/3569424KAYBE00000309_1.jpg","True","474","356","Kay Beauty Glittery Glam Nails Look With Kay Beauty Nail Enamel Nail Polish","4.7","9","","https://www.nykaa.com/kay-beauty-glittery-glam-nails-look-with-kay-beauty-nail-enamel-nail-polish/p/4970778","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","1"
"Kay Beauty","6583638","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/7/f/7f58e57KAYBE00000048_1.jpg","True","599","599","Kay Beauty Gel Eye Pencil","4.4","606","","https://www.nykaa.com/kay-beauty-gel-eye-pencil/p/6583638","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","1"
"Kay Beauty","766520","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/1/3/13d2b778904330900912_1.jpg","True","799","599","Kay Beauty Matte HD Setting Loose Powder","4.5","4997","","https://www.nykaa.com/kay-beauty-hd-setting-loose-powder/p/766520","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","1"
"Kay Beauty","573572","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/9/d/9d8dd1a8904330900301_1.jpg","True","550","413","Kay Beauty Matte Action Lip Liner","4.5","5372","","https://www.nykaa.com/kay-matte-action-lip-pencil/p/573572","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","1"
"Kay Beauty","654428","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/c/o/coco-focus.jpg","True","599","509","Kay Beauty Contour Stick","4.3","5927","","https://www.nykaa.com/kay-beauty-contour-stick/p/654428","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","1"
"Kay Beauty","5722072","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/3/e/3e68a55KAYBE00000082_01.jpg","True","799","679","Kay Beauty HD Liquid Colour Corrector","4.4","565","","https://www.nykaa.com/kay-beauty-hd-liquid-colour-corrector/p/5722072","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","1"
"Kay Beauty","598027","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/5/2/529590c8904330901780_1.jpg","True","599","449","Kay Beauty Metallic Eyeshadow Stick Pencil","4.5","7879","","https://www.nykaa.com/kay-beauty-metal-show-eyeshadow-stick/p/598027","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","2"
"Kay Beauty","766529","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/a/9/a973b778904330900929_1.jpg","True","799","719","Kay Beauty HD Translucent Loose Powder - White","4.5","1497","","https://www.nykaa.com/kay-beauty-hd-translucent-loose-powder-white/p/766529","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","2"
"Kay Beauty","834303","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/6/d/6dfa9e68904330900837_1.jpg","True","799","639","Kay Beauty Illuminating Highlighter","4.1","3242","","https://www.nykaa.com/kay-beauty-illuminating-highlighter/p/834303","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","2"
"Kay Beauty","573592","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/a/1/a170ec98904330900448_1.jpg","True","450","405","Kay Beauty Smudgeproof Jet Black Gel Kajal - Onyx","4.3","2926","","https://www.nykaa.com/kay-ink-artist-gel-kajal-onyx/p/573592","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","2"
"Kay Beauty","1503306","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/f/e/fed1a55KAYBE00000078_01.jpg","True","799","799","Kay Beauty HD Liquid Colour Corrector - Orange","4.4","566","","https://www.nykaa.com/kay-beauty-hd-liquid-colour-corrector/p/5722072","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","2"
"Kay Beauty","1375804","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/7/f/7f58e57KAYBE00000048_1.jpg","True","599","599","Kay Beauty Gel Eye Pencil - Blue","4.4","606","","https://www.nykaa.com/kay-beauty-gel-eye-pencil/p/6583638","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","2"
"Kay Beauty","772963","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/e/d/ed3155b8904330902107_1.jpg","True","1099","989","Kay Beauty Contour & Highlight Pro Palette - Contour Genius","4.2","551","","https://www.nykaa.com/kay-beauty-contour-palette/p/772963","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","2"
"Kay Beauty","595538","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/2/b/2be290c8904330901674_1.jpg","True","599","479","Kay Beauty Matte Eyeshadow Stick Pencil","4.4","2499","","https://www.nykaa.com/kay-beauty-matte-eyeshadow-stick/p/595538","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","2"
"Kay Beauty","1503307","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/0/4/0472a55KAYBE00000079_01.jpg","True","799","799","Kay Beauty HD Liquid Colour Corrector - Peach","4.4","566","","https://www.nykaa.com/kay-beauty-hd-liquid-colour-corrector/p/5722072","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","2"
"Kay Beauty","1375805","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/d/c/dce3e57KAYBE00000049_1.jpg","True","599","599","Kay Beauty Gel Eye Pencil - Bronze","4.4","606","","https://www.nykaa.com/kay-beauty-gel-eye-pencil/p/6583638","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","2"
"Kay Beauty","1375803","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/8/f/8fb0e57KAYBE00000047_1.jpg","True","599","599","Kay Beauty Gel Eye Pencil - Olive","4.4","606","","https://www.nykaa.com/kay-beauty-gel-eye-pencil/p/6583638","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","2"
"Kay Beauty","573596","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/6/1/614aec98904330900431_1.jpg","True","599","539","Kay Beauty Waterproof Smokey Kajal with Smudger - Raven Hue","4.4","1859","","https://www.nykaa.com/kay-high-drama-kajal-raven-hue/p/573596","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","2"
"Kay Beauty","654419","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/9/f/9f890888904330901902_1.jpg","True","599","449","Kay Beauty Colour Corrector Stick","3.9","2608","","https://www.nykaa.com/kay-beauty-colour-corrector-stick/p/654419","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","2"
"Kay Beauty","1375807","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/7/0/7077e57KAYBE00000051_1.jpg","True","599","599","Kay Beauty Gel Eye Pencil - Green","4.4","606","","https://www.nykaa.com/kay-beauty-gel-eye-pencil/p/6583638","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","2"
"Kay Beauty","832701","https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/5/e/5eb8991NYKAYCOM00017_1.jpg","True","498","498","Kay Beauty Kajal Combo (Pack of 2)","4.5","14948","","https://www.nykaa.com/kay-beauty-kajal-combo-pack-of-2/p/832701","Kay Beauty Products Online","https://www.nykaa.com/brands/kay-beauty/c/11433?ptype=lst&id=11433","2"
